emp_no,first_name,last_name,dept_name,from_date,to_date
285765,Sivanarayana,Showalter,Customer Service,1985-09-18,9999-01-01
285766,Hsiangchu,Auyong,Development,1988-10-31,9999-01-01
285770,Percy,Cochrane,Finance,1997-01-10,9999-01-01
285775,Kasidit,Trachtenberg,Development,1999-08-03,9999-01-01
285780,KayLiang,Ramaiah,Sales,1991-10-21,9999-01-01
285781,Hein,Picaronny,Marketing,1999-03-06,9999-01-01
285782,Jaideep,Bultermann,Production,1993-10-17,9999-01-01
285783,Adly,Riesenhuber,Production,1995-02-26,9999-01-01
285786,Toshiko,Emden,Production,1987-11-16,9999-01-01
285789,Uli,Welham,Marketing,1992-12-15,9999-01-01
285800,Barry,Gargeya,Development,1987-03-22,9999-01-01
285803,Almudena,Hertweck,Sales,1989-12-08,9999-01-01
285819,Arno,Petersohn,Research,1999-09-29,9999-01-01
285820,Khaled,Foote,Quality Management,1989-06-07,9999-01-01
285827,Kazunori,Waeselynck,Production,1999-08-15,9999-01-01
285829,Jeanne,Henders,Sales,1986-08-12,9999-01-01
285840,Sakthirel,Pouyioutas,Quality Management,1989-11-23,9999-01-01
285843,Yuriy,Lukaszewicz,Production,1989-08-03,9999-01-01
285846,Jolita,Pollacia,Development,1996-10-07,9999-01-01
285850,Stabislas,Ranft,Development,1992-09-10,9999-01-01
285856,Conor,Griswold,Sales,1989-07-06,9999-01-01
285863,Leaf,Busillo,Sales,1996-03-11,9999-01-01
285865,Tayeb,Lunn,Sales,1989-02-13,9999-01-01
285867,Barna,Pashtan,Production,1991-06-02,9999-01-01
285874,Reuven,Clouatre,Development,1985-06-23,9999-01-01
285886,Conor,Tagansky,Development,1996-03-08,9999-01-01
285890,Xuedong,Puppe,Finance,1996-01-28,9999-01-01
285914,Eirik,Guerreiro,Marketing,1991-02-28,9999-01-01
285924,Angel,Herber,Development,1991-11-23,9999-01-01
285925,Heekeun,Miake,Sales,1990-05-07,9999-01-01
285928,Martien,Kornyak,Research,1998-01-15,9999-01-01
285930,Duri,Anguita,Development,1989-06-24,9999-01-01
285934,Zhilian,Antonakopoulos,Sales,1996-02-25,9999-01-01
285938,Serenella,Hiraishi,Sales,1986-03-09,9999-01-01
285954,Uno,Porenta,Development,1990-08-02,9999-01-01
285957,Kazuhito,Simmen,Development,1990-11-11,9999-01-01
285961,Tristan,Aloisi,Human Resources,1997-11-25,9999-01-01
285962,Francoise,Sichman,Production,1992-12-28,9999-01-01
285968,Herbert,Koblitz,Research,1998-06-04,9999-01-01
285980,Honesty,Ghazalie,Development,1991-01-09,9999-01-01
285982,Rimli,Ranka,Customer Service,1992-10-29,9999-01-01
285986,Maia,Erez,Finance,1987-08-30,9999-01-01
285987,Rildo,Hanabata,Quality Management,1996-12-01,9999-01-01
286000,Tonny,Eugenio,Sales,1994-08-24,9999-01-01
286002,Amalendu,Brobst,Human Resources,1994-12-17,9999-01-01
286004,Sachem,Schiper,Research,2001-03-12,9999-01-01
286007,Sanjeeva,Chartres,Human Resources,1999-04-12,9999-01-01
286008,Shigeu,Ozery,Sales,1995-02-19,9999-01-01
286013,Xiaoqiang,Leppanen,Human Resources,1995-10-23,9999-01-01
286016,Shigehito,Peha,Sales,1987-10-28,9999-01-01
286017,Udo,Benantar,Finance,1996-05-17,9999-01-01
286020,Yifei,Cmelik,Sales,1998-10-29,9999-01-01
286021,Baoqiu,Thorelli,Quality Management,1998-07-04,9999-01-01
286023,Takahito,Tasistro,Production,1988-08-06,9999-01-01
286030,Masadi,Roohalamini,Production,1992-06-01,9999-01-01
286032,Abdulla,Hempstead,Customer Service,1991-04-02,9999-01-01
286035,Hercules,Colorni,Customer Service,1997-12-22,9999-01-01
286036,Alejandro,Piveteau,Production,1994-08-06,9999-01-01
286044,Shawna,Lemarechal,Production,1999-11-15,9999-01-01
286049,KayLiang,Kading,Quality Management,1988-06-01,9999-01-01
286057,Bezalel,Stellhorn,Development,1986-04-12,9999-01-01
286062,Charmane,Bail,Sales,1992-08-31,9999-01-01
286072,Christophe,Luit,Sales,1996-10-14,9999-01-01
286076,Mary,Callaway,Finance,1989-02-18,9999-01-01
286084,Adil,Swist,Customer Service,1987-11-15,9999-01-01
286085,Hyuncheol,Muniz,Production,1995-10-16,9999-01-01
286089,Gaurav,Schmezko,Human Resources,1992-02-26,9999-01-01
286090,Shaw,Sewelson,Sales,1987-06-19,9999-01-01
286096,Kazuyasu,Facello,Development,1997-03-11,9999-01-01
286097,Matk,Kusalik,Finance,1995-12-23,9999-01-01
286099,Badri,Merle,Production,1994-07-10,9999-01-01
286100,Mang,Melichar,Quality Management,1994-08-10,9999-01-01
286110,Khedija,Bazelow,Development,1999-02-28,9999-01-01
286117,Horward,Suri,Production,1987-12-08,9999-01-01
286120,Etsuo,Farris,Production,1990-03-31,9999-01-01
286128,Eckart,Mitsuhashi,Sales,1985-04-05,9999-01-01
286131,Guther,Tibblin,Production,1991-10-02,9999-01-01
286139,IEEE,Luef,Finance,1998-11-26,9999-01-01
286144,Rutger,Birke,Development,1987-11-14,9999-01-01
286152,Berto,Rindone,Customer Service,1994-03-28,9999-01-01
286157,Claude,Rosenbaum,Production,1986-04-23,9999-01-01
286158,Tesuya,Kuszyk,Quality Management,2002-02-21,9999-01-01
286159,Marek,Kermarrec,Development,1990-06-29,9999-01-01
286165,Ghassan,Maierhofer,Research,1986-05-03,9999-01-01
286169,Fuqing,Chleq,Development,1992-09-20,9999-01-01
286171,Zhensheng,Hettesheimer,Marketing,1987-06-30,9999-01-01
286176,Bojan,Toyoshima,Production,1997-05-04,9999-01-01
286181,Toshimitsu,Baig,Development,1991-10-26,9999-01-01
286195,Karlis,Hofting,Marketing,1998-05-15,9999-01-01
286198,Zengping,Hiyoshi,Development,1998-12-04,9999-01-01
286205,Sandeepan,Rajala,Development,1994-07-19,9999-01-01
286206,King,Ulupinar,Development,1998-02-01,9999-01-01
286210,Venkatesan,Marrevee,Human Resources,1988-12-26,9999-01-01
286218,Yoshimitsu,Decleir,Production,1985-02-10,9999-01-01
286219,Gita,Rehfuss,Sales,1993-02-22,9999-01-01
286220,Seongbae,Navazio,Production,1997-06-06,9999-01-01
286221,Shahaf,Figueira,Sales,1985-06-10,9999-01-01
286226,Sakthirel,Barriga,Customer Service,1997-05-10,9999-01-01
286227,Raimond,Nollmann,Human Resources,1993-08-04,9999-01-01
286231,Selwyn,Daescu,Production,1999-04-30,9999-01-01
286233,Kellyn,Standera,Sales,1998-11-30,9999-01-01
286242,Iara,Hainaut,Quality Management,2000-09-09,9999-01-01
286247,Vasilis,Sambasivam,Human Resources,1998-09-25,9999-01-01
286249,Jeong,Blokdijk,Human Resources,1985-12-02,9999-01-01
286258,Chriss,Thiran,Sales,1995-07-10,9999-01-01
286259,Domenico,Beeson,Customer Service,1989-12-06,9999-01-01
286260,Suvo,Plotkin,Quality Management,1988-08-24,9999-01-01
286262,Surveyors,Hiroyama,Production,1987-01-13,9999-01-01
286263,Lakshmi,Herath,Quality Management,1999-09-27,9999-01-01
286269,Hein,Muntz,Production,1997-07-21,9999-01-01
286271,Arch,Waterhouse,Development,1992-02-17,9999-01-01
286279,Pradeep,Brizzi,Production,1993-09-04,9999-01-01
286280,Bowen,Mandell,Quality Management,1989-11-16,9999-01-01
286288,Fayez,Huhdanpaa,Customer Service,1994-09-09,9999-01-01
286292,Make,Eterovic,Production,1998-04-14,9999-01-01
286297,Martine,Beerel,Production,1990-10-22,9999-01-01
286298,Temple,Skrikant,Quality Management,1997-12-28,9999-01-01
286299,Mari,Gubsky,Research,1995-03-04,9999-01-01
286300,Aris,Baranowski,Production,1995-05-31,9999-01-01
286319,Baziley,Quaggetto,Quality Management,1994-04-23,9999-01-01
286334,Alenka,Sridhar,Quality Management,1988-10-06,9999-01-01
286341,Baocai,Lipner,Sales,1995-12-24,9999-01-01
286347,Maya,Reistad,Production,1985-10-06,9999-01-01
286353,Janche,Skafidas,Finance,1991-09-20,9999-01-01
286361,Shahaf,Camarinopoulos,Development,1997-09-08,9999-01-01
286362,Ramalingam,Chaudhury,Development,1987-09-29,9999-01-01
286363,Brigham,Tsukuda,Development,1987-03-01,9999-01-01
286374,Subbu,Buchter,Development,1988-09-16,9999-01-01
286378,Ramalingam,Cronan,Production,1999-03-02,9999-01-01
286383,Teruyuki,Varker,Production,1990-05-02,9999-01-01
286387,Akemi,Gerteisen,Development,1989-01-01,9999-01-01
286402,Giordano,Uehara,Finance,1996-04-19,9999-01-01
286408,Vatsa,Baalen,Quality Management,1999-09-21,9999-01-01
286412,Adas,Bresenham,Development,1993-05-10,9999-01-01
286413,DAIDA,Manderick,Production,1988-06-24,9999-01-01
286418,Tomokazu,Daescu,Sales,1987-06-25,9999-01-01
286423,Dietrich,Flanders,Sales,1998-07-04,9999-01-01
286429,Gina,Acton,Human Resources,1988-05-14,9999-01-01
286433,Masasuke,Nitsche,Development,1990-05-04,9999-01-01
286435,Zvonko,Cronan,Customer Service,1989-04-11,9999-01-01
286439,Weicheng,Pfau,Production,1985-10-29,9999-01-01
286440,Aleksandar,Huttel,Development,1993-06-08,9999-01-01
286447,Alper,Schaft,Research,2001-04-13,9999-01-01
286449,Randi,Khalid,Development,1986-05-23,9999-01-01
286450,Basem,Fadgyas,Human Resources,1995-11-20,9999-01-01
286466,Alejandro,Giveon,Production,2000-01-05,9999-01-01
286467,Ult,Molberg,Sales,1989-10-08,9999-01-01
286472,Elzbieta,Cangellaris,Development,1999-04-27,9999-01-01
286473,Saniya,Azadmanesh,Development,1986-10-08,9999-01-01
286477,Kazuhiro,Speel,Development,1997-04-17,9999-01-01
286480,Dzung,Aloia,Human Resources,1990-01-14,9999-01-01
286483,Augustine,Luby,Development,1991-08-10,9999-01-01
286485,Heeju,Wiegley,Research,1985-05-24,9999-01-01
286489,Fumiko,Arlazarov,Development,1990-04-07,9999-01-01
286490,Gill,Ranai,Development,1997-08-31,9999-01-01
286493,Uma,Ciolek,Development,1988-09-03,9999-01-01
286495,Arfst,Vesel,Sales,1992-12-06,9999-01-01
286499,Xuejun,Lundstrom,Human Resources,1992-05-30,9999-01-01
286502,Margo,Barbanera,Marketing,1992-01-09,9999-01-01
286503,Sigeru,Kaelbling,Finance,1987-05-01,9999-01-01
286510,Boguslaw,Peck,Development,1994-02-10,9999-01-01
286515,Debaprosad,Soicher,Development,1988-04-02,9999-01-01
286518,Isamu,Varker,Marketing,1997-07-14,9999-01-01
286519,Zhiwei,Gopalakrishnan,Production,1989-08-10,9999-01-01
286526,Ulises,Dengi,Customer Service,1998-11-04,9999-01-01
286529,Mooi,Roisin,Quality Management,1997-05-06,9999-01-01
286532,Paris,Codenie,Marketing,1992-02-02,9999-01-01
286534,Yonghoan,Eastman,Production,1999-11-30,9999-01-01
286545,Yuuichi,Heiserman,Production,1999-10-11,9999-01-01
286550,Ghassan,Furudate,Quality Management,1999-12-14,9999-01-01
286552,Stevo,Bressoud,Customer Service,1994-11-22,9999-01-01
286555,Muneo,Sichman,Finance,1997-09-27,9999-01-01
286558,Waiman,Gubsky,Research,1987-02-18,9999-01-01
286559,Moti,McClurg,Production,1997-10-26,9999-01-01
286562,Reuven,Azevdeo,Sales,1985-11-04,9999-01-01
286583,Khue,Klassen,Production,1994-11-05,9999-01-01
286588,Angel,Brodie,Sales,1990-12-13,9999-01-01
286589,Gill,Coombs,Customer Service,1996-08-07,9999-01-01
286590,Aral,Androutsos,Development,1999-04-16,9999-01-01
286591,Lidong,Cronin,Production,1999-12-10,9999-01-01
286598,Yuuichi,Rissland,Production,1991-10-22,9999-01-01
286603,Huei,Peyn,Customer Service,1995-02-05,9999-01-01
286607,Gianluca,Reeker,Production,1985-10-10,9999-01-01
286608,Giri,Acton,Production,1988-04-21,9999-01-01
286614,Mabhin,Birch,Production,1992-03-09,9999-01-01
286615,Lokesh,Eterovic,Sales,1988-12-20,9999-01-01
286628,Kauko,Suppi,Research,1997-08-23,9999-01-01
286632,Bingning,Ghemri,Sales,1999-07-31,9999-01-01
286634,Halsur,Underwood,Finance,1997-03-18,9999-01-01
286635,Ger,Serna,Marketing,1997-01-05,9999-01-01
286636,Cordelia,Leivant,Development,1988-08-26,9999-01-01
286638,Srinidhi,Malinowski,Research,1986-09-24,9999-01-01
286639,Garnet,Pagter,Sales,1989-07-07,9999-01-01
286640,Jiakeng,Soloway,Human Resources,2001-06-18,9999-01-01
286646,Martien,Peres,Development,1987-07-11,9999-01-01
286648,Moni,Reghbati,Development,1989-07-23,9999-01-01
286658,Pranas,Osgood,Development,1999-03-21,9999-01-01
286665,Aleksandar,Baumann,Quality Management,1998-02-09,9999-01-01
286678,Tadanori,Oxenboll,Production,1998-04-12,9999-01-01
286681,Oksana,Bernatsky,Production,1997-05-17,9999-01-01
286683,Katsuyuki,Decaestecker,Human Resources,1997-02-11,9999-01-01
286695,Reinhard,Varker,Human Resources,1994-02-19,9999-01-01
286696,Sachio,DuCasse,Research,1987-07-25,9999-01-01
286697,Ult,Melter,Sales,1991-02-16,9999-01-01
286700,Ishfaq,Hegner,Development,1990-01-19,9999-01-01
286701,Eran,Gihr,Development,1996-03-03,9999-01-01
286702,Chiranjit,Gischer,Finance,1992-05-28,9999-01-01
286705,Uriel,Shinomoto,Production,1992-12-11,9999-01-01
286706,Hideo,Shiratori,Sales,1993-09-14,9999-01-01
286714,Chinho,Shumilov,Production,1989-03-16,9999-01-01
286715,Moti,Linares,Sales,1990-05-19,9999-01-01
286723,Subbu,Lamparter,Quality Management,1992-05-04,9999-01-01
286726,Yakichi,Dulay,Research,1996-01-16,9999-01-01
286729,Kellyn,Besancenot,Customer Service,1989-02-24,9999-01-01
286733,Shem,Crouzet,Human Resources,1985-09-27,9999-01-01
286738,Licheng,Conti,Development,1998-11-24,9999-01-01
286740,Jolita,Perez,Production,1998-09-08,9999-01-01
286745,Baziley,Rajcani,Customer Service,1985-06-26,9999-01-01
286747,Elvis,Cardazo,Development,1993-06-15,9999-01-01
286749,Heng,Benaini,Production,1996-08-04,9999-01-01
286755,Limsoon,Kusalik,Development,1999-06-09,9999-01-01
286758,Mayumi,Binkley,Marketing,1995-04-06,9999-01-01
286760,Sadun,Escriba,Development,1985-06-06,9999-01-01
286771,Make,Alblas,Development,1992-05-01,9999-01-01
286773,Shir,Docker,Development,2000-12-14,9999-01-01
286777,Garnet,Demos,Sales,1991-12-28,9999-01-01
286781,Vesna,Roccetti,Development,2000-10-25,9999-01-01
286788,Eldridge,Farrow,Sales,1999-01-28,9999-01-01
286790,Snehasis,Diderrich,Development,1998-11-22,9999-01-01
286795,Tayeb,Luca,Sales,1987-08-06,9999-01-01
286799,Rosalyn,Kopetz,Research,1989-06-04,9999-01-01
286807,Sasan,Koshino,Customer Service,1991-02-13,9999-01-01
286809,Falguni,Maksimenko,Production,2000-01-01,9999-01-01
286811,Radhia,Porenta,Marketing,1987-06-12,9999-01-01
286814,Moto,Malinowski,Production,1989-01-31,9999-01-01
286815,Shay,Miyakawa,Customer Service,1995-01-21,9999-01-01
286819,Hsiangchu,Danley,Human Resources,1992-07-25,9999-01-01
286824,Roselyn,Joslin,Research,1991-05-23,9999-01-01
286825,Oscal,Birdsall,Development,1990-11-14,9999-01-01
286827,Yunming,Merey,Sales,1990-10-26,9999-01-01
286828,Shrikanth,Bernardeschi,Production,1996-08-29,9999-01-01
286832,Dharmaraja,Sadowsky,Research,1985-02-06,9999-01-01
286836,Yagil,Roisin,Production,1999-03-17,9999-01-01
286840,Chaosheng,Marchegay,Sales,1989-12-12,9999-01-01
286841,Hidekazu,Zobel,Sales,1994-05-21,9999-01-01
286845,Paris,Schapiro,Research,1995-03-19,9999-01-01
286847,Lech,Pluym,Development,1991-01-10,9999-01-01
286859,Boalin,Frezza,Customer Service,1994-10-02,9999-01-01
286869,Abdelghani,Baik,Sales,1998-07-12,9999-01-01
286873,Dinah,Lubachevsky,Production,1991-01-25,9999-01-01
286875,Freyja,Wielonsky,Sales,1995-03-14,9999-01-01
286878,Sakthirel,Otillio,Sales,1998-07-31,9999-01-01
286880,Tetsurou,Waterhouse,Research,2002-01-25,9999-01-01
286884,Tetsushi,Perz,Development,1999-06-07,9999-01-01
286886,Kousuke,Setiz,Finance,1997-04-14,9999-01-01
286890,Shir,Leijenhorst,Development,1995-12-05,9999-01-01
286893,Parke,Yurek,Sales,1987-07-03,9999-01-01
286896,Mariusz,Spinelli,Sales,1989-04-04,9999-01-01
286898,Susumu,Grabner,Development,1985-04-03,9999-01-01
286901,Yuichiro,Rabehasaina,Sales,1996-08-14,9999-01-01
286902,Abdelghani,Cannata,Quality Management,1997-04-30,9999-01-01
286904,Adly,DasSarma,Development,1997-03-07,9999-01-01
286908,Hideo,Ritcey,Production,1992-04-30,9999-01-01
286914,Nalini,Bierbaum,Customer Service,1985-11-17,9999-01-01
286919,Doowon,Zlotek,Finance,1999-05-30,9999-01-01
286921,Abdelghani,Turnbull,Quality Management,1987-01-20,9999-01-01
286922,Sreenivas,Luff,Customer Service,1987-08-07,9999-01-01
286924,Bouchung,Slobodova,Research,1997-10-29,9999-01-01
286934,Hyuncheol,Khalid,Development,1991-10-24,9999-01-01
286939,Arvin,Litzler,Production,1998-11-03,9999-01-01
286943,Yongmin,Murtagh,Development,1993-09-29,9999-01-01
286951,Miquel,Badache,Sales,1994-09-12,9999-01-01
286954,Chikako,Michaels,Production,1992-02-23,9999-01-01
286969,Hitofumi,Henseler,Sales,1990-01-22,9999-01-01
286976,Heon,Rothenberg,Development,1992-05-31,9999-01-01
286978,Xiaobin,McAffer,Development,1995-04-30,9999-01-01
286981,Udaiprakash,Kavanagh,Sales,1993-01-23,9999-01-01
286982,Aksel,Ranze,Sales,1992-11-23,9999-01-01
286983,Isaac,Weedon,Production,1995-03-14,9999-01-01
286991,Perla,Aloisi,Research,1987-01-29,9999-01-01
286992,Dante,Skafidas,Development,1992-11-12,9999-01-01
286999,Zito,Woycyznski,Development,1992-07-22,9999-01-01
287008,Rosita,Brandsma,Development,1991-12-15,9999-01-01
287011,Shuho,Narahari,Finance,1995-06-12,9999-01-01
287013,Heng,Asmuth,Sales,1998-06-21,9999-01-01
287014,Michaela,Vandervoorde,Development,1997-11-02,9999-01-01
287020,Manu,Lalonde,Finance,1990-04-12,9999-01-01
287021,Dharmaraja,Schwaller,Development,1995-09-15,9999-01-01
287022,Wilmer,Merks,Customer Service,1989-02-03,9999-01-01
287033,Pradeep,Pettey,Customer Service,1989-09-28,9999-01-01
287036,Gopalakrishnan,Haddadi,Development,1999-12-01,9999-01-01
287042,Constantino,Schwartzbauer,Production,1998-01-31,9999-01-01
287047,Arch,Spelt,Marketing,1992-05-12,9999-01-01
287048,Feipei,Pluym,Customer Service,1999-09-12,9999-01-01
287058,Billie,Koblitz,Production,1999-08-17,9999-01-01
287063,Georgy,Lovengreen,Development,1989-08-11,9999-01-01
287064,Kish,Ratnaker,Development,1999-04-24,9999-01-01
287069,Shooichi,Rossi,Quality Management,1993-02-23,9999-01-01
287070,Francesca,Janocha,Research,1997-02-01,9999-01-01
287076,Almudena,Harnett,Sales,1999-05-03,9999-01-01
287078,Fayez,Terlouw,Production,1990-07-14,9999-01-01
287081,Basem,Prampolini,Development,1996-10-12,9999-01-01
287088,Premsyl,Iacovou,Production,1995-01-25,9999-01-01
287093,Dietrich,Leslie,Development,1995-03-13,9999-01-01
287097,Sigeru,Kisuki,Human Resources,1986-04-03,9999-01-01
287101,Florian,Krider,Production,1989-03-20,9999-01-01
287102,Mang,Portugali,Development,1997-11-21,9999-01-01
287107,Gao,Benzmuller,Production,1985-12-15,9999-01-01
287113,Joydip,Maliniak,Finance,1985-09-28,9999-01-01
287120,Chandrasekaran,Pehl,Human Resources,1995-04-08,9999-01-01
287123,Marko,Benaini,Sales,1995-06-29,9999-01-01
287131,Vasiliy,Ghazalie,Marketing,1989-09-23,9999-01-01
287139,Juichirou,Rande,Development,1993-09-24,9999-01-01
287142,Cedric,McConalogue,Production,1985-03-24,9999-01-01
287152,Raimond,Comte,Human Resources,1995-05-07,9999-01-01
287157,Joydip,Janetzko,Production,1999-10-09,9999-01-01
287161,Gilbert,Parveen,Sales,1988-03-05,9999-01-01
287163,Vugranam,Verhaegen,Development,1991-03-14,9999-01-01
287167,Qunsheng,Toyoshima,Development,1985-12-23,9999-01-01
287174,Weijing,Velardi,Production,1991-03-22,9999-01-01
287181,Mariusz,Schade,Sales,1987-05-19,9999-01-01
287184,Valdiodio,Cummings,Human Resources,1999-04-14,9999-01-01
287190,Lobel,Malabarba,Production,1988-07-22,9999-01-01
287196,Djelloul,Zhiwei,Human Resources,1987-07-14,9999-01-01
287198,Tooru,Qiwen,Finance,1990-06-24,9999-01-01
287199,Zeljko,Schapire,Development,1990-06-11,9999-01-01
287204,Jamaludin,Streng,Marketing,1998-04-22,9999-01-01
287212,Udo,Brizzi,Quality Management,1995-02-24,9999-01-01
287213,Geraldo,Mellouli,Marketing,1991-10-20,9999-01-01
287218,Maris,Swen,Human Resources,1998-10-02,9999-01-01
287221,Saeed,Sinitsyn,Development,1986-11-09,9999-01-01
287222,Venkatesan,Codenie,Development,1996-08-28,9999-01-01
287231,Yifei,Shiratori,Marketing,1988-10-12,9999-01-01
287232,Irene,Menyhert,Development,1991-11-19,9999-01-01
287233,Heping,Murthy,Customer Service,1998-01-27,9999-01-01
287234,Ranan,Lorcy,Production,1993-09-22,9999-01-01
287238,Yoshimitsu,Nooteboom,Development,1990-10-25,9999-01-01
287241,Marek,Thiria,Development,1992-12-06,9999-01-01
287242,Mong,Gewali,Sales,1994-09-25,9999-01-01
287243,Suvo,Lorys,Marketing,2000-06-27,9999-01-01
287245,Junsik,Angot,Customer Service,1986-04-24,9999-01-01
287246,Adamantios,Ravishankar,Development,1997-11-13,9999-01-01
287247,Temple,Michaeli,Development,1993-03-28,9999-01-01
287249,Richara,Gopalakrishnan,Sales,1986-08-26,9999-01-01
287250,Wayne,Aumann,Production,1991-07-25,9999-01-01
287252,Aimee,Fadgyas,Research,1996-05-17,9999-01-01
287267,Lunjin,Cummings,Development,1995-06-25,9999-01-01
287268,Taegyun,Kadhim,Development,1994-05-23,9999-01-01
287271,Koldo,Larfeldt,Development,1989-09-20,9999-01-01
287278,Gennadi,Christ,Human Resources,1996-11-16,9999-01-01
287284,Luisa,Camarinopoulos,Production,1994-12-21,9999-01-01
287293,Gao,Rosch,Sales,1986-07-01,9999-01-01
287294,Aria,Vecchi,Human Resources,1988-11-24,9999-01-01
287302,Shawna,Tchuente,Human Resources,1985-07-22,9999-01-01
287306,Quingbo,Oppitz,Development,1997-11-13,9999-01-01
287315,Bernardo,Flowers,Marketing,1990-02-14,9999-01-01
287318,Nikolaos,Kossowski,Development,1995-03-04,9999-01-01
287328,Ennio,Keustermans,Quality Management,1991-05-08,9999-01-01
287329,Sibyl,Lipner,Production,1999-10-11,9999-01-01
287347,Noritoshi,Melton,Sales,1988-12-17,9999-01-01
287350,Odinaldo,Schlegelmilch,Development,1997-01-05,9999-01-01
287356,Uinam,Delgrossi,Quality Management,1992-11-20,9999-01-01
287358,Shridhar,Stanfel,Production,1988-02-19,9999-01-01
287372,Boalin,Fendler,Development,1997-07-28,9999-01-01
287373,Mabry,Beznosov,Development,1997-08-08,9999-01-01
287374,Moon,Muntz,Development,1996-12-08,9999-01-01
287377,Guther,Bodoff,Production,1997-10-31,9999-01-01
287384,Sakthirel,Cummings,Development,1993-01-16,9999-01-01
